"Recência","Frequência","Gasto","ID do Cliente","Segmento"
215,9,315.45,"15042","Básico"
167,12,735.66,"15045","Básico"
285,22,343.62,"15047","Básico"
81,120,482.75,"15048","Básico"
289,3,121.17,"15049","Básico"
335,30,215.78,"15052","Básico"
20,71,697.79,"15053","Básico"
28,114,302.1,"15054","Básico"
490,85,560.07,"15055","Básico"
536,7,133.45,"15056","Básico"
24,121,303.09,"15060","Básico"
229,5,370.8,"15063","Básico"
69,42,893.59,"15066","Básico"
388,34,843.25,"15070","Básico"
495,13,187.52,"15072","Básico"
93,27,773.03,"15075","Básico"
443,31,546.25,"15080","Básico"
684,6,93.35,"15082","Básico"
272,5,88.2,"15083","Básico"
395,31,965.2,"15084","Básico"
745,9,347.54,"15085","Básico"
580,11,218.53,"15086","Básico"
297,15,306.94,"15087","Básico"
324,23,381.32,"15090","Básico"
83,57,1046.61,"15091","Básico"
231,45,776.46,"15092","Básico"
479,5,83,"15094","Básico"
58,11,219.39,"15096","Básico"
20,66,908.35,"15097","Básico"
100,23,410.48,"15099","Básico"
546,27,554.67,"15102","Básico"
47,35,703.36,"15103","Básico"
212,69,1027.44,"15104","Básico"
327,48,940.35,"15107","Básico"
261,48,983.1,"15109","Básico"
627,7,209.4,"15112","Básico"
34,35,531.85,"15115","Básico"
150,1,244.8,"15118","Básico"
261,14,266.4,"15119","Básico"
149,21,358.82,"15120","Básico"
66,28,457.72,"15121","Básico"
38,31,450.82,"15124","Básico"
552,25,449.49,"15126","Básico"
81,28,711.5,"15127","Básico"
185,22,330.11,"15130","Básico"
410,7,80.28,"15131","Básico"
34,52,977.93,"15132","Básico"
255,20,305.68,"15135","Básico"
536,34,823.4,"15137","Básico"
409,31,502.52,"15138","Básico"
255,13,178.96,"15139","Básico"
241,31,563.63,"15143","Básico"
256,28,623.5,"15147","Básico"
26,20,301.29,"15148","Básico"
47,22,329.25,"15153","Básico"
399,24,383.97,"15155","Básico"
17,55,961.49,"15156","Básico"
61,11,606.02,"15158","Básico"
373,23,589.27,"15160","Básico"
404,33,119.92,"15161","Básico"
747,12,312.9,"15162","Básico"
34,29,304.47,"15163","Básico"
389,54,975.5,"15165","Básico"
483,12,167.16,"15166","Básico"
41,5,106.56,"15168","Básico"
398,59,569.22,"15169","Básico"
422,4,81.15,"15170","Básico"
338,34,481.46,"15174","Básico"
87,23,224.14,"15175","Básico"
683,52,988.04,"15176","Básico"
441,26,948.93,"15177","Básico"
276,3,40.5,"15178","Básico"
383,58,904.43,"15180","Básico"
563,38,639.93,"15183","Básico"
45,85,689.95,"15184","Básico"
86,21,310.62,"15185","Básico"
741,23,310.43,"15188","Básico"
450,40,834.44,"15190","Básico"
479,35,588.05,"15191","Básico"
76,19,499.32,"15193","Básico"
448,43,316.25,"15196","Básico"
108,31,571.35,"15198","Básico"
510,30,549.05,"15200","Básico"
373,9,316.58,"15204","Básico"
101,37,653.24,"15205","Básico"
26,9,420.3,"15206","Básico"
432,24,683.92,"15207","Básico"
17,48,970.52,"15208","Básico"
746,13,178.98,"15209","Básico"
257,10,208.28,"15212","Básico"
334,24,328.35,"15213","Básico"
103,24,486.09,"15216","Básico"
579,28,426.24,"15217","Básico"
192,26,685.45,"15219","Básico"
374,35,871.36,"15224","Básico"
250,23,409.4,"15225","Básico"
326,8,154.41,"15226","Básico"
602,9,160.5,"15229","Básico"
255,23,429.6,"15230","Básico"
637,14,250.26,"15231","Básico"
129,31,612.06,"15232","Básico"
417,1,59.4,"15233","Básico"
292,14,197,"15234","Básico"
314,15,321.05,"15236","Básico"
26,49,780.59,"15239","Básico"
438,4,302.04,"15242","Básico"
90,61,927.28,"15243","Básico"
81,48,912.08,"15244","Básico"
254,51,780.4,"15246","Básico"
138,17,976.06,"15247","Básico"
656,3,60,"15250","Básico"
164,10,170.4,"15256","Básico"
299,12,685.9,"15257","Básico"
184,34,623.16,"15258","Básico"
339,26,418.82,"15262","Básico"
122,12,156.51,"15263","Básico"
80,55,848.4,"15264","Básico"
354,45,852.21,"15266","Básico"
494,22,961.9,"15268","Básico"
615,1,228.96,"15273","Básico"
20,47,716.57,"15274","Básico"
53,41,615.14,"15275","Básico"
82,190,649.53,"15276","Básico"
62,26,476.34,"15277","Básico"
577,29,496.16,"15278","Básico"
188,61,406.22,"15280","Básico"
586,27,348.59,"15282","Básico"
406,9,148.33,"15283","Básico"
516,1,24.75,"15284","Básico"
423,6,94.92,"15285","Básico"
65,3,240.55,"15286","Básico"
38,36,856.03,"15287","Básico"
217,25,180.94,"15292","Básico"
681,19,247.5,"15293","Básico"
426,15,233.35,"15294","Básico"
670,53,217.24,"15295","Básico"
26,39,641.94,"15297","Básico"
80,28,496.44,"15300","Básico"
746,15,308,"15302","Básico"
76,29,919.55,"15304","Básico"
571,5,93.6,"15305","Básico"
111,12,205.3,"15307","Básico"
290,19,310.47,"15308","Básico"
626,54,797.96,"15309","Básico"
126,1,52,"15313","Básico"
215,50,820.45,"15314","Básico"
80,37,570.5,"15315","Básico"
342,1,165,"15316","Básico"
693,5,129.75,"15317","Básico"
19,33,312.62,"15318","Básico"
299,16,204.5,"15319","Básico"
60,36,267.13,"15320","Básico"
578,29,434.6,"15323","Básico"
717,8,140.22,"15324","Básico"
68,10,208.75,"15327","Básico"
423,8,107.24,"15328","Básico"
48,13,714.96,"15330","Básico"
515,44,767.91,"15331","Básico"
224,16,1028.56,"15333","Básico"
172,99,351.67,"15334","Básico"
69,36,173.97,"15335","Básico"
417,15,240.5,"15336","Básico"
427,21,373.02,"15337","Básico"
693,60,283.43,"15338","Básico"
577,7,105.5,"15340","Básico"
145,24,406.09,"15342","Básico"
103,21,364.5,"15343","Básico"
16,26,563.94,"15344","Básico"
61,20,393.54,"15345","Básico"
348,37,596.12,"15346","Básico"
88,9,158.04,"15348","Básico"
174,72,473.81,"15349","Básico"
389,35,663.25,"15350","Básico"
564,37,114.95,"15352","Básico"
619,3,284.4,"15354","Básico"
45,14,277.05,"15355","Básico"
678,16,181.35,"15359","Básico"
55,13,427.93,"15360","Básico"
377,10,689.07,"15361","Básico"
464,40,613.08,"15362","Básico"
388,51,1004.11,"15363","Básico"
111,29,913.19,"15364","Básico"
37,8,722.74,"15368","Básico"
678,1,59.4,"15371","Básico"
144,10,307.32,"15374","Básico"
706,6,60.96,"15375","Básico"
478,12,246.5,"15378","Básico"
56,21,942.08,"15385","Básico"
202,31,394.14,"15386","Básico"
508,20,468.65,"15387","Básico"
286,10,140.54,"15388","Básico"
600,12,289.87,"15391","Básico"
32,44,891.34,"15393","Básico"
341,7,107.45,"15395","Básico"
128,16,796.38,"15396","Básico"
305,6,94,"15397","Básico"
17,50,815.77,"15399","Básico"
468,14,216.95,"15401","Básico"
507,8,170.88,"15403","Básico"
391,16,257.06,"15404","Básico"
205,30,659.84,"15405","Básico"
47,122,975.87,"15406","Básico"
280,34,267.18,"15408","Básico"
737,9,131.25,"15409","Básico"
187,10,190.53,"15412","Básico"
25,39,774.9,"15414","Básico"
329,48,572.81,"15415","Básico"
101,28,508.8,"15417","Básico"
441,69,452.32,"15418","Básico"
40,8,135.86,"15419","Básico"
450,56,743,"15420","Básico"
54,14,266.89,"15423","Básico"
270,33,597.78,"15424","Básico"
31,44,762.75,"15428","Básico"
42,82,397.35,"15429","Básico"
483,36,954.75,"15430","Básico"
518,2,153.24,"15431","Básico"
39,16,320.76,"15432","Básico"
229,41,533.3,"15433","Básico"
38,29,149.29,"15435","Básico"
278,57,393.45,"15437","Básico"
147,25,156.58,"15438","Básico"
70,62,383.68,"15440","Básico"
264,2,594,"15442","Básico"
280,14,284.5,"15445","Básico"
392,114,406.95,"15446","Básico"
346,29,492.88,"15447","Básico"
328,49,788.81,"15448","Básico"
42,60,974.52,"15449","Básico"
46,30,429.84,"15450","Básico"
450,63,233.21,"15451","Básico"
378,41,307.69,"15454","Básico"
613,2,38.25,"15455","Básico"
278,58,237.07,"15457","Básico"
41,13,370.44,"15458","Básico"
433,7,202.83,"15459","Básico"
370,58,216.76,"15460","Básico"
476,2,429.7,"15461","Básico"
110,41,737.05,"15462","Básico"
45,7,126.14,"15463","Básico"
354,157,1048.85,"15464","Básico"
25,52,524.88,"15467","Básico"
66,43,874.25,"15469","Básico"
591,4,63.42,"15470","Básico"
129,76,371.56,"15472","Básico"
611,20,163.1,"15474","Básico"
93,29,454.11,"15475","Básico"
665,2,368.4,"15477","Básico"
749,9,147.4,"15479","Básico"
177,290,862.2,"15483","Básico"
543,1,102,"15486","Básico"
695,14,231.32,"15487","Básico"
108,11,431.92,"15488","Básico"
446,28,217.6,"15490","Básico"
44,35,659.46,"15492","Básico"
395,20,246.5,"15495","Básico"
647,22,146.14,"15496","Básico"
739,42,161.6,"15499","Básico"
420,70,402.5,"15501","Básico"
378,123,267.15,"15503","Básico"
97,69,423.85,"15504","Básico"
187,46,492.36,"15507","Básico"
205,92,1000.27,"15508","Básico"
396,29,166.51,"15509","Básico"
346,1,250,"15510","Básico"
27,160,909.23,"15511","Básico"
171,32,331.58,"15512","Básico"
403,7,171.81,"15515","Básico"
60,15,62.43,"15516","Básico"
249,27,267.03,"15517","Básico"
399,37,344.61,"15519","Básico"
17,18,343.5,"15520","Básico"
48,57,398.84,"15522","Básico"
40,9,591.4,"15524","Básico"
49,4,148.44,"15526","Básico"
270,26,229.33,"15528","Básico"
35,83,807.57,"15533","Básico"
741,8,162.25,"15534","Básico"
425,16,259.09,"15536","Básico"
179,24,110.92,"15537","Básico"
23,41,538.46,"15539","Básico"
27,31,460.68,"15540","Básico"
130,29,85.13,"15541","Básico"
528,252,918.45,"15542","Básico"
304,58,242.84,"15543","Básico"
70,112,428.05,"15545","Básico"
622,12,1079.1,"15546","Básico"
611,23,158.09,"15548","Básico"
233,30,252.52,"15552","Básico"
76,56,437.23,"15553","Básico"
293,14,217.2,"15554","Básico"
40,31,279.77,"15556","Básico"
44,20,473.65,"15557","Básico"
655,25,214.13,"15558","Básico"
584,62,1109.4,"15559","Básico"
413,10,153.52,"15560","Básico"
367,34,673.38,"15562","Básico"
479,4,70.74,"15564","Básico"
66,8,173.16,"15565","Básico"
408,12,227.87,"15566","Básico"
34,7,186.01,"15567","Básico"
18,53,758.29,"15568","Básico"
635,3,30.1,"15575","Básico"
53,45,940.67,"15576","Básico"
167,60,397.98,"15577","Básico"
178,13,127.1,"15578","Básico"
40,44,682.91,"15582","Básico"
392,46,107.86,"15583","Básico"
192,31,455.3,"15585","Básico"
693,4,579.6,"15588","Básico"
271,29,478.53,"15589","Básico"
598,7,217.9,"15591","Básico"
62,24,388.58,"15592","Básico"
86,5,199.8,"15593","Básico"
503,4,357.6,"15595","Básico"
51,37,563.37,"15597","Básico"
69,36,548.02,"15598","Básico"
94,4,88.48,"15603","Básico"
68,17,216.39,"15604","Básico"
200,16,298.48,"15609","Básico"
67,6,112.46,"15610","Básico"
52,6,195.15,"15612","Básico"
626,27,433.72,"15613","Básico"
454,13,317.11,"15616","Básico"
412,42,828.55,"15617","Básico"
48,45,776.851,"15618","Básico"
26,3,336.4,"15619","Básico"
132,34,588.13,"15624","Básico"
473,24,566.9,"15627","Básico"
658,39,596.67,"15631","Básico"
33,34,554.65,"15634","Básico"
411,2,100.35,"15635","Básico"
68,41,797.59,"15637","Básico"
745,6,105.78,"15642","Básico"
207,33,664,"15643","Básico"
182,238,813,"15644","Básico"
173,85,974.61,"15646","Básico"
431,11,169,"15647","Básico"
220,25,657.35,"15648","Básico"
537,36,553.88,"15650","Básico"
108,6,877.44,"15653","Básico"
25,21,922.53,"15654","Básico"
259,34,560.67,"15655","Básico"
61,47,748.5,"15656","Básico"
38,1,30,"15657","Básico"
59,21,532.49,"15659","Básico"
677,12,283.73,"15662","Básico"
122,9,138.14,"15663","Básico"
488,67,632.94,"15666","Básico"
55,13,301.32,"15667","Básico"
233,1,76.32,"15668","Básico"
56,33,684.34,"15669","Básico"
312,19,325.2,"15670","Básico"
741,3,45.3,"15672","Básico"
97,35,542.04,"15675","Básico"
40,110,781.28,"15679","Básico"
615,25,318.24,"15682","Básico"
133,26,524.54,"15683","Básico"
563,11,173.95,"15684","Básico"
466,17,55.98,"15685","Básico"
436,1,90,"15686","Básico"
434,27,190.57,"15688","Básico"
135,24,521.03,"15689","Básico"
20,19,239.76,"15690","Básico"
268,14,571.3,"15691","Básico"
44,12,191.04,"15692","Básico"
675,1,37.5,"15693","Básico"
705,14,246.75,"15697","Básico"
640,2,46.2,"15698","Básico"
33,18,309.65,"15699","Básico"
188,86,696.68,"15700","Básico"
492,30,140.39,"15702","Básico"
280,5,211.5,"15703","Básico"
217,6,143.1,"15705","Básico"
51,214,945.58,"15707","Básico"
299,27,327.85,"15709","Básico"
433,110,898.87,"15710","Básico"
572,25,420.25,"15711","Básico"
159,61,1010.79,"15713","Básico"
27,49,784.81,"15714","Básico"
571,38,658.02,"15715","Básico"
250,24,607,"15717","Básico"
556,18,293.79,"15718","Básico"
40,155,741.92,"15720","Básico"
27,91,507.08,"15721","Básico"
380,129,947.65,"15723","Básico"
217,17,310.85,"15724","Básico"
31,32,415.25,"15725","Básico"
406,23,321.91,"15726","Básico"
395,12,544.6,"15728","Básico"
228,11,192.55,"15729","Básico"
569,8,125.3,"15731","Básico"
298,10,162.3,"15733","Básico"
437,19,327.68,"15735","Básico"
82,8,449.12,"15739","Básico"
65,9,154.88,"15740","Básico"
474,12,208.62,"15741","Básico"
635,41,156.87,"15742","Básico"
32,88,784.46,"15743","Básico"
93,3,34.8,"15744","Básico"
150,28,196.88,"15746","Básico"
56,37,614.76,"15748","Básico"
320,1,79.2,"15753","Básico"
77,192,532.96,"15756","Básico"
40,9,205.25,"15758","Básico"
234,17,830.93,"15759","Básico"
458,5,143.05,"15761","Básico"
81,37,583.75,"15762","Básico"
682,25,370.63,"15765","Básico"
80,26,831.06,"15766","Básico"
628,18,321.45,"15770","Básico"
620,28,1006.54,"15771","Básico"
434,16,280.88,"15772","Básico"
21,47,774.52,"15773","Básico"
261,9,150.5,"15775","Básico"
149,18,241.62,"15776","Básico"
447,17,307.95,"15778","Básico"
479,8,124.08,"15779","Básico"
199,29,475.28,"15780","Básico"
41,20,345.46,"15781","Básico"
26,14,246.3,"15783","Básico"
483,43,848.33,"15784","Básico"
42,206,948.05,"15787","Básico"
524,14,221.83,"15788","Básico"
26,35,220.85,"15790","Básico"
415,57,933.84,"15792","Básico"
752,15,777,"15794","Básico"
158,1,451.42,"15802","Básico"
62,31,784.58,"15806","Básico"
558,11,144.15,"15816","Básico"
604,11,340.5,"15818","Básico"
335,17,206.98,"15820","Básico"
60,62,570.96,"15821","Básico"
469,26,890.94,"15824","Básico"
188,20,532.94,"15825","Básico"
115,51,636.14,"15829","Básico"
53,39,576,"15830","Básico"
74,68,801.76,"15831","Básico"
270,54,836.79,"15832","Básico"
753,5,80.4,"15833","Básico"
60,50,954.09,"15835","Básico"
66,10,137.37,"15836","Básico"
80,52,777.01,"15837","Básico"
49,62,1048.49,"15839","Básico"
74,27,355.56,"15840","Básico"
409,25,548.8,"15842","Básico"
319,8,118.95,"15843","Básico"
62,11,130.74,"15844","Básico"
401,29,107.01,"15846","Básico"
54,48,822.57,"15847","Básico"
637,35,139.94,"15848","Básico"
542,8,109.73,"15851","Básico"
202,33,257.26,"15852","Básico"
67,30,110.8,"15853","Básico"
152,95,1052.72,"15855","Básico"
34,24,570.48,"15857","Básico"
448,22,438.46,"15859","Básico"
41,79,358.7,"15863","Básico"
117,45,230.53,"15866","Básico"
599,4,94.53,"15868","Básico"
293,35,323.66,"15869","Básico"
48,147,862.61,"15870","Básico"
453,5,33.1,"15871","Básico"
30,215,795.68,"15872","Básico"
515,6,313.92,"15873","Básico"
662,25,111.72,"15875","Básico"
17,129,493.28,"15877","Básico"
577,51,330.77,"15878","Básico"
385,210,686.56,"15880","Básico"
328,29,501.39,"15881","Básico"
18,49,396.48,"15883","Básico"
448,15,249.7,"15884","Básico"
76,62,1052.87,"15886","Básico"
422,37,1027.15,"15887","Básico"
96,39,429.16,"15888","Básico"
410,10,535.65,"15890","Básico"
242,62,524.52,"15891","Básico"
685,38,128.2,"15892","Básico"
497,1,305.28,"15893","Básico"
269,79,420.29,"15894","Básico"
165,11,179.17,"15895","Básico"
210,24,222.05,"15897","Básico"
384,8,112.5,"15899","Básico"
39,130,900.4,"15900","Básico"
32,171,703.22,"15901","Básico"
396,18,145.01,"15902","Básico"
24,30,164.68,"15904","Básico"
559,22,114.69,"15905","Básico"
19,249,967.45,"15907","Básico"
506,41,764.57,"15908","Básico"
189,7,191.94,"15909","Básico"
550,1,6.3,"15913","Básico"
394,13,205.99,"15914","Básico"
417,146,429.21,"15915","Básico"
263,155,560.63,"15917","Básico"
206,61,582.88,"15918","Básico"
35,192,910.61,"15919","Básico"
170,108,571.64,"15920","Básico"
188,83,802.11,"15921","Básico"
389,22,739,"15922","Básico"
388,42,254.16,"15923","Básico"
747,15,102.82,"15924","Básico"
210,12,207.15,"15925","Básico"
558,7,134.44,"15926","Básico"
663,17,123.39,"15927","Básico"
672,11,293.53,"15928","Básico"
660,1,594,"15929","Básico"
83,21,426.63,"15930","Básico"
444,14,239.9,"15931","Básico"
255,12,416.86,"15935","Básico"
395,19,282.79,"15936","Básico"
80,7,145.35,"15937","Básico"
128,39,734.81,"15938","Básico"
327,1,35.8,"15940","Básico"
653,6,405,"15941","Básico"
149,14,337.44,"15942","Básico"
665,12,271.29,"15943","Básico"
381,30,827.27,"15945","Básico"
32,19,364.72,"15949","Básico"
24,59,1013.17,"15951","Básico"
49,91,806.57,"15952","Básico"
605,20,190.75,"15954","Básico"
567,18,617.6,"15956","Básico"
47,151,930.1,"15957","Básico"
90,74,492.99,"15958","Básico"
698,78,579.49,"15959","Básico"
390,26,410.95,"15960","Básico"
395,42,451.29,"15961","Básico"
465,58,295.83,"15962","Básico"
35,28,470.76,"15963","Básico"
679,21,272.96,"15964","Básico"
466,27,426.53,"15966","Básico"
404,85,418.05,"15968","Básico"
319,24,1017.32,"15970","Básico"
382,15,988.44,"15973","Básico"
100,24,371.01,"15975","Básico"
618,22,329.22,"15979","Básico"
621,45,324.51,"15982","Básico"
46,25,354.42,"15986","Básico"
35,129,770.09,"15988","Básico"
391,88,372.51,"15989","Básico"
550,6,150.55,"15991","Básico"
19,54,896.6,"15992","Básico"
430,111,696.19,"15995","Básico"
751,1,20.4,"15999","Básico"
397,29,583.39,"16001","Básico"
641,42,169.21,"16002","Básico"
227,82,347.17,"16006","Básico"
38,90,992.71,"16009","Básico"
19,182,705.39,"16015","Básico"
55,56,698.13,"16018","Básico"
32,46,851.01,"16020","Básico"
411,145,532.25,"16021","Básico"
276,76,628.28,"16022","Básico"
62,101,719.81,"16023","Básico"
28,86,484.2,"16024","Básico"
45,28,439.66,"16025","Básico"
59,32,236.09,"16026","Básico"
611,5,82.2,"16028","Básico"
325,29,331.24,"16030","Básico"
108,100,548.94,"16031","Básico"
212,57,928.72,"16034","Básico"
576,21,217.73,"16035","Básico"
23,26,471.78,"16038","Básico"
439,32,456.4,"16039","Básico"
451,19,340.84,"16044","Básico"
578,22,235.78,"16046","Básico"
698,1,107.14,"16047","Básico"
389,44,1075.23,"16048","Básico"
189,21,300.7,"16050","Básico"
697,12,188.44,"16051","Básico"
70,34,362.06,"16052","Básico"
236,8,134.8,"16055","Básico"
61,68,664.85,"16056","Básico"
422,2,62.7,"16058","Básico"
416,24,541.95,"16060","Básico"
447,3,89.65,"16061","Básico"
276,23,335.32,"16063","Básico"
741,18,111,"16064","Básico"
609,39,122.93,"16068","Básico"
433,25,457.7,"16069","Básico"
38,33,852.15,"16070","Básico"
313,1,122.4,"16073","Básico"
406,26,265.25,"16074","Básico"
518,41,736.93,"16075","Básico"
299,39,362.99,"16078","Básico"
97,30,602.56,"16080","Básico"
686,16,106.75,"16082","Básico"
315,38,436.18,"16084","Básico"
402,50,271.44,"16089","Básico"
640,20,205.91,"16090","Básico"
170,18,315.06,"16091","Básico"
122,1,17,"16093","Básico"
472,30,447.05,"16095","Básico"
256,10,185.05,"16097","Básico"
478,37,582.64,"16100","Básico"
81,6,108.38,"16106","Básico"
234,31,939.48,"16109","Básico"
444,75,562.48,"16111","Básico"
159,16,195.74,"16112","Básico"
199,30,161.38,"16113","Básico"
186,8,135.75,"16114","Básico"
227,34,612.78,"16116","Básico"
205,89,654.4,"16117","Básico"
89,64,1001.34,"16122","Básico"
67,16,307.78,"16123","Básico"
55,75,801.31,"16127","Básico"
438,55,987.48,"16130","Básico"
560,17,664.2,"16132","Básico"
278,39,819.45,"16135","Básico"
75,46,946.8,"16136","Básico"
696,28,422.7,"16137","Básico"
394,37,910.35,"16138","Básico"
104,50,955.94,"16141","Básico"
265,37,535.34,"16142","Básico"
262,1,175.2,"16144","Básico"
173,41,946.38,"16146","Básico"
312,9,386.62,"16148","Básico"
20,30,422.22,"16149","Básico"
397,48,796.9,"16155","Básico"
31,18,656.69,"16157","Básico"
538,35,628.32,"16158","Básico"
81,20,1025.44,"16160","Básico"
268,2,37.4,"16162","Básico"
33,34,822.48,"16164","Básico"
521,1,79.9,"16165","Básico"
444,22,435.83,"16166","Básico"
75,3,73.2,"16171","Básico"
154,25,612.6,"16178","Básico"
76,11,215.83,"16179","Básico"
89,11,305.54,"16181","Básico"
32,40,644.72,"16185","Básico"
31,11,215.48,"16189","Básico"
751,11,351.3,"16192","Básico"
252,38,630.43,"16193","Básico"
391,8,308.6,"16194","Básico"
739,16,323.25,"16195","Básico"
504,4,93.3,"16196","Básico"
91,33,1030.041,"16198","Básico"
408,10,942.75,"16199","Básico"
39,110,944.24,"16204","Básico"
41,19,394.38,"16207","Básico"
94,6,159,"16213","Básico"
96,14,242.35,"16215","Básico"
283,37,914.93,"16216","Básico"
251,15,304.25,"16217","Básico"
516,1,40.8,"16219","Básico"
219,31,672.17,"16226","Básico"
241,34,1027.22,"16227","Básico"
401,55,890.81,"16228","Básico"
205,35,542.03,"16230","Básico"
395,101,1078.22,"16231","Básico"
492,15,333.18,"16234","Básico"
94,20,432.2,"16236","Básico"
453,7,136.65,"16237","Básico"
438,6,63.66,"16238","Básico"
49,51,409.1,"16243","Básico"
475,89,827.25,"16246","Básico"
186,16,114.56,"16247","Básico"
77,7,152.94,"16248","Básico"
277,49,791.38,"16250","Básico"
528,20,128.31,"16251","Básico"
398,21,295.09,"16252","Básico"
394,75,985.14,"16254","Básico"
192,2,46.95,"16257","Básico"
426,93,361.94,"16259","Básico"
66,18,1035.45,"16260","Básico"
394,46,755.15,"16262","Básico"
439,24,351.01,"16263","Básico"
454,66,837.53,"16264","Básico"
607,7,186.66,"16267","Básico"
87,45,667.65,"16268","Básico"
453,53,717.57,"16269","Básico"
132,25,411.7,"16272","Básico"
664,16,336.04,"16273","Básico"
389,134,715.9,"16274","Básico"
749,23,188.69,"16277","Básico"
741,16,238.05,"16280","Básico"
47,139,1029.77,"16284","Básico"
662,31,176.9,"16285","Básico"
493,17,328.95,"16286","Básico"
185,42,1006.98,"16287","Básico"
486,7,129.85,"16288","Básico"
478,21,136.31,"16289","Básico"
698,1,117.72,"16291","Básico"
492,8,126.05,"16294","Básico"
284,20,301.9,"16297","Básico"
493,12,193.65,"16299","Básico"
752,6,107.33,"16301","Básico"
142,11,233.22,"16302","Básico"
710,25,381.66,"16304","Básico"
154,22,361.22,"16305","Básico"
122,42,706.57,"16309","Básico"
430,28,460.08,"16310","Básico"
33,37,616.26,"16311","Básico"
448,10,171.15,"16312","Básico"
19,16,274.15,"16313","Básico"
346,23,402.71,"16315","Básico"
51,19,328.15,"16318","Básico"
233,3,404.4,"16319","Básico"
88,23,604.55,"16321","Básico"
17,37,326.75,"16322","Básico"
212,4,353.66,"16323","Básico"
144,118,428.68,"16324","Básico"
579,16,310.83,"16328","Básico"
33,118,634.33,"16330","Básico"
508,58,277.48,"16334","Básico"
52,10,151.05,"16337","Básico"
173,11,214.8,"16338","Básico"
300,20,109.95,"16339","Básico"
91,15,322.41,"16342","Básico"
32,86,687.07,"16343","Básico"
174,46,842.42,"16344","Básico"
401,15,224.51,"16346","Básico"
306,9,53.5,"16349","Básico"
33,28,494.44,"16352","Básico"
391,48,416.35,"16355","Básico"
213,59,415.87,"16356","Básico"
49,47,868.37,"16357","Básico"
25,106,896.66,"16361","Básico"
48,94,946.94,"16362","Básico"
69,5,109.36,"16363","Básico"
27,53,707.04,"16364","Básico"
18,98,640.21,"16368","Básico"
464,11,157.2,"16371","Básico"
398,29,309.49,"16373","Básico"
486,13,104,"16375","Básico"
24,125,987.01,"16376","Básico"
263,23,362.95,"16378","Básico"
411,65,258.7,"16381","Básico"
424,44,353.1,"16382","Básico"
76,137,1030.61,"16385","Básico"
338,96,918.55,"16387","Básico"
669,13,186.05,"16388","Básico"
552,21,467.5,"16390","Básico"
285,149,763.05,"16392","Básico"
492,8,137.8,"16396","Básico"
644,11,127.88,"16397","Básico"
35,113,641.82,"16399","Básico"
280,117,511.4,"16402","Básico"
328,10,177.5,"16403","Básico"
86,23,443.05,"16404","Básico"
318,5,167.25,"16405","Básico"
34,160,552.68,"16406","Básico"
607,45,231.93,"16408","Básico"
750,5,130.32,"16410","Básico"
35,207,910.19,"16411","Básico"
69,136,647.23,"16412","Básico"
72,69,528.98,"16413","Básico"
37,64,559.71,"16414","Básico"
60,162,719.44,"16415","Básico"
508,1,35.7,"16417","Básico"
412,2,75,"16420","Básico"
392,38,526.27,"16421","Básico"
40,18,346.12,"16423","Básico"
207,13,443.06,"16424","Básico"
318,21,302.7,"16425","Básico"
279,9,241.06,"16427","Básico"
429,136,660.28,"16428","Básico"
122,2,284.55,"16429","Básico"
229,83,642.81,"16431","Básico"
80,8,287.4,"16432","Básico"
44,34,384.52,"16433","Básico"
528,126,1011.57,"16435","Básico"
684,41,329.34,"16436","Básico"
397,21,301.25,"16437","Básico"
21,132,798.35,"16438","Básico"
738,9,310.7,"16439","Básico"
83,86,1034.43,"16441","Básico"
17,250,899.47,"16442","Básico"
536,1,162.24,"16443","Básico"
49,192,602.73,"16445","Básico"
151,73,775.14,"16447","Básico"
214,52,367.87,"16448","Básico"
213,40,707.69,"16449","Básico"
103,65,1013.15,"16451","Básico"
646,18,332.17,"16452","Básico"
546,15,251.71,"16453","Básico"
60,4,30.95,"16454","Básico"
234,9,208.36,"16457","Básico"
745,5,71.79,"16459","Básico"
44,135,814.72,"16460","Básico"
89,3,136,"16462","Básico"
436,48,746.24,"16465","Básico"
90,45,787.52,"16468","Básico"
39,205,828.91,"16469","Básico"
450,39,789.6,"16472","Básico"
180,28,470.83,"16473","Básico"
104,28,544.3,"16475","Básico"
447,24,350.35,"16476","Básico"
41,17,331,"16478","Básico"
26,35,300.83,"16479","Básico"
91,53,769.29,"16480","Básico"
698,16,453.38,"16481","Básico"
31,18,220.62,"16482","Básico"
208,19,139.35,"16483","Básico"
189,25,404.3,"16484","Básico"
553,7,134.36,"16486","Básico"
593,35,209.4,"16487","Básico"
49,29,498.8,"16488","Básico"
396,6,303.7,"16489","Básico"
452,13,205.41,"16490","Básico"
556,23,385.56,"16492","Básico"
312,50,826.53,"16494","Básico"
19,97,684.41,"16495","Básico"
177,15,100.97,"16498","Básico"
20,34,843.91,"16500","Básico"
636,43,266.5,"16502","Básico"
41,86,484.38,"16504","Básico"
47,4,777.6,"16505","Básico"
35,3,90.3,"16506","Básico"
588,43,152.76,"16507","Básico"
646,45,248.8,"16508","Básico"
312,13,363.7,"16509","Básico"
20,35,874.59,"16513","Básico"
46,6,101.7,"16516","Básico"
293,17,162.7,"16517","Básico"
77,68,959.37,"16518","Básico"
41,42,556.26,"16519","Básico"
451,18,433.36,"16522","Básico"
462,54,308.14,"16524","Básico"
187,35,717.21,"16526","Básico"
19,17,244.41,"16528","Básico"
